prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
571 880 zł,"67,28 m²",Apartament gotowy do odbioru Kielanówka,3,do wykończenia,Współrzędne dokładne,"Kielanówka, rzeszowski, podkarpackie",50.022437,21.936951,3/4,"0,01 zł",pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
491 120 zł,"61,39 m²","Odbierz klucze na wakacjach!Miła cena, nie przegap",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,2/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
254 380 zł,"32,2 m²",Nowe mieszkania |niska cena |dojazd al.Sikorskiego,2,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Rzeszów, Rzeszów",49.963776,22.029991,parter/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
"314 902,50 zł","38,17 m²","3 pokoje na małym metrażu 38,17m2Bałtycja",3,do zamieszkania,Współrzędne dokładne,"ul. Bałtycka , Rzeszów, Rzeszów",50.044579,22.052442,3/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2024,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
429 926 zł,"40,18 m²",2 pokoje | Panorama Kwiatkowskiego | NOWY budynek,2,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,5/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
597 600 zł,"66,4 m²",Przy parku - odbierz klucze już niedługo - SPRAWDŹ,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Słocina, ul. Ignacego Paderewskiego",50.02725,22.039701,1,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
357 010 zł,"37,58 m²",=> SUPER Mieszkanie 2 pokojowe => KLUCZE 2023,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.997214,22.002923,2/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",pustak,pierwotny
409 101 zł,"59,29 m²","Apartamenty Dworzysko Mieszkanie PIETRO C2 59,29",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon",teren zamknięty,pustak,pierwotny
452 300 zł,"45,23 m²",3 pokoje| Panorama Kwiatkowskiego | NG Development,3,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,1/12,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
492 822 zł,57 m²,Mieszkanie w inwestycji Wschodnia 15 | D1,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.995213,22.018036,parter/1,Zapytaj,Zapytaj,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
641 406 zł,"121,02 m²","GOTOWE MIESZKANIA! duże 121,02 m2, 2 m.post!",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Budziwój, ul. Aroniowa",49.971848,22.014776,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty",pustak,pierwotny
699 000 zł,"128,92 m²",Dom w zabudowie szeregowej - M3 | budynek B,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.999153,22.014786,parter/1,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"internet, telefon",brak informacji,brak informacji,pierwotny
424 200 zł,"42,42 m²",2 pokoje| Panorama Kwiatkowskiego | NG Development,2,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,1/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
409 101 zł,"59,29 m²","Apartamenty Dworzysko Mieszkanie PIETRO K2 59,29",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon",teren zamknięty,pustak,pierwotny
565 539 zł,"60,02 m²",Nowe mieszkanie w inwestycji Wschodnia 15 | K2,3,do zamieszkania,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.995213,22.018036,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
499 000 zł,"72,76 m²",Mieszkanie z balkonem | 72 m2 | 4 pokoje,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.062336,21.954567,2/2,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
504 845 zł,"91,79 m²","GOTOWE MIESZKANIA! -2 poziomy, 2 m.post!!",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Budziwój, ul. Aroniowa",49.971848,22.014776,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty",pustak,pierwotny
374 220 zł,"44,55 m²",NOWY budynek - cicha i spokojna okolica - sprawdź!,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,3/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
339 000 zł,"37,19 m²",Pobitno | Mieszkanie gotowe za 2 msc | Cesja,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Pobitno, Rzeszów, Rzeszów",50.061288,22.037236,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,2023-01-31,2022,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",pustak,pierwotny
321 015 zł,"37,58 m²",Pobitno | Jasne narożne M | Narożny balkon SPRAWDŹ,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wilkowyja, Rzeszów, Rzeszów",50.042014,22.053381,5/8,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",beton,pierwotny
Zapytaj o cenę,99 m²,Mieszkanie 100m2 jednopoziomowe Zalesie Rzeszów,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.999153,22.014786,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
509 406 zł,"86,34 m²",Funkcjonalne mieszkanie na Zalesiu w Rzeszowie,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.999153,22.014786,1/1,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,"internet, telefon",domofon / wideofon,pustak,pierwotny
319 000 zł,"66,6 m²",Nowe bezczynszowe mieszkania w Straszęcinie,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Straszęcin, dębicki, podkarpackie",50.06314,21.35924,1,Zapytaj,Zapytaj,"ogródek, taras",Zapytaj,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,inne,pierwotny
424 833 zł,"61,57 m²",Drabinianka - Duży Wybór Mieszkań,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",49.993641,21.994054,2/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,brak informacji,domofon / wideofon,inne,pierwotny
633 547 zł,"59,21 m²",3 pokoje| Panorama Kwiatkowskiego | NG Development,3,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,1/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
409 101 zł,"59,29 m²","Apartamenty Dworzysko Mieszkanie PIETRO E2 59,29",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon",teren zamknięty,pustak,pierwotny
517 462 zł,"60,02 m²",Nowe mieszkanie w inwestycji Wschodnia 15 | C2,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.995213,22.018036,1/1,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2021,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
499 000 zł,"72,76 m²",Mieszkanie z balkonem | 72 m2 | osiedle Krakowska,4,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.062336,21.954567,1/2,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
905 520 zł,"68,6 m²",Olszynki Park - Apartament N97,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Centrum, ul. Fryderyka Chopina",50.03215,22.005688,> 10/18,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
442 953 zł,"56,07 m²","Apartamenty Jana Pawła/Mieszkanie 3 pok. 56,07m2",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",49.98373,21.990046,parter/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,internet,domofon / wideofon,pustak,pierwotny
389 000 zł,"55,61 m²","Zwięczyca, dopłata rządowa, ogródek 75m2, parter",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Zwięczyca, ul. Podkarpacka",50.004754,21.958886,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2024,blok,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",pustak,pierwotny
439 000 zł,"70,94 m²",4 pokoje | 71m2 | 6188zł/m2 | Przedsprzedaż,4,do wykończenia,Współrzędne dokładne,"ul. Beskidzka , Rzeszów, Rzeszów",50.007414,21.954835,1/1,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2024,blok,nie,"telewizja kablowa, internet",monitoring / ochrona,pustak,pierwotny
324 467 zł,"45,38 m²","TYCZYN 45.38m2- 3 pokoje,winda,komórka,garaż",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.96388,22.03667,1/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,pustak,pierwotny
341 556 zł,"47,77 m²","TYCZYN 47.77m2- 3 pokoje,winda,komórka,garaż",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.96388,22.03667,1/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,pustak,pierwotny
254 380 zł,"32,2 m²","TYCZYN 32.2m2- 2 pokoje,winda,komórka,garaż",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.96388,22.03667,parter/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,pustak,pierwotny
287 990 zł,"37,16 m²","TYCZYN 37.16m2- 2 pokoje,winda,komórka,garaż",2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.96388,22.03667,1/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,pustak,pierwotny
388 892 zł,"57,19 m²","TYCZYN 57.19m2- 3 pokoje,winda,komórka,garaż",3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tyczyn, rzeszowski, podkarpackie",49.96388,22.03667,1/2,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,pustak,pierwotny
"372 432,50 zł","51,37 m²",Przestronne z dużym tarasem | ciche przedmieścia,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,2/3,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
348 958 zł,"46,84 m²",Mieszkanie z ogrodem | wokół cisza i spokój,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,parter/2,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
"481 812,50 zł","77,09 m²",Wyjątkowe mieszkanie z tarasem - garaż w cenie,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,2/2,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
453 796 zł,"68,24 m²",Mieszkanie z ogrodem | Plac zabaw | Garaż gratis,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,parter/2,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
349 998 zł,"53,03 m²",Tanie rodzinne mieszkanie +miejsce garażowe gratis,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
297 432 zł,"43,74 m²",Mieszkania od dewelopera / komórki / winda w bloku,2,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Dębicka",50.035583,21.896929,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet",domofon / wideofon,żelbet,pierwotny
388 892 zł,"57,19 m²",Nowe mieszkania 15min od centrum //ogród 65m2//,3,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Rzeszów, Rzeszów",49.963776,22.029991,2/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
350 900 zł,"60,5 m²",5 800 zł/m2 - Ostatnie Wolne mieszkania !!!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",50.086084,21.982269,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-04-01,2017,blok,tak,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
399 000 zł,"58,14 m²",Mieszkanie z ogródkiem w świetnej Lokalizacji !,3,do wykończenia,Współrzędne dokładne,"ul. Krakowska , Rzeszów, Rzeszów",50.062754,21.941757,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2024-05-01,2024,blok,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
449 000 zł,"73,66 m²",Nowość! 3 lub 4 pokoje | Północ - Miłocin Premium,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",50.04152,22.00953,1/1,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,2024-06-30,2022,blok,nie,brak informacji,brak informacji,pustak,pierwotny
415 137 zł,"58,47 m²","Nowe 3-pokojowe mieszkanie 58,47m2 taras+ogród",3,do wykończenia,Współrzędne dokładne,"ul. św. Walentego , Rzeszów, Rzeszów",50.000935,22.068551,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,pustak,pierwotny
494 340 zł,"46,2 m²",2 pokoje | Panorama Kwiatkowskiego | NOWY budynek,2,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,4/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
778 914 zł,"71,46 m²",3 pokoje | Panorama Kwiatkowskiego | NOWY budynek,3,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,5/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
539 632 zł,"116,05 m²","Nowe mieszkanie 116,05m z antresola balkon",4,do wykończenia,Współrzędne dokładne,"ul. św. Walentego , Rzeszów, Rzeszów",50.000935,22.068551,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,domofon / wideofon,pustak,pierwotny
694 620 zł,"68,1 m²",3 pokoje| Panorama Kwiatkowskiego | NG Development,3,do wykończenia,Współrzędne dokładne,"ul. Eugeniusza Kwiatkowskiego , Rzeszów, Rzeszów",50.007496,22.000689,1/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
398 480 zł,"46,88 m²","Apartamenty Dworzysko Mieszkanie PARTER F1 46,88",3,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Dworzysko",50.071987,21.943634,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet",teren zamknięty,pustak,pierwotny
565 693 zł,"60,02 m²",Nowe mieszkanie w inwestycji Wschodnia 15 | J2,3,do zamieszkania,Współrzędne dokładne,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego",49.995213,22.018036,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
419 000 zł,"56,26 m²",Mieszkanie z balkonem | 56 m | 3 pokoje,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Przybyszówka, ul. Krakowska",50.062336,21.954567,2/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
941 980 zł,"72,46 m²",Olszynki Park - Apartament N96,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Centrum, ul. Fryderyka Chopina",50.03215,22.005688,> 10/18,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
365 556 zł,"44,58 m²","Apartamenty Jana Pawła/Mieszkanie 2 pok. 44,58m2",2,do wykończenia,Współrzędne dokładne,"Rzeszów, Rzeszów, podkarpackie",49.98373,21.990046,parter/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,internet,domofon / wideofon,pustak,pierwotny
638 597 zł,"120,49 m²","GOTOWE MIESZKANIA!- 2 poziomy, 2 m.post!",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Budziwój, ul. Aroniowa",49.971848,22.014776,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty",pustak,pierwotny
640 692 zł,"82,14 m²","Spokojna okolica,miłe osiedle, idealne dla rodziny",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,5/5,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
399 000 zł,"55,08 m²",3 pokoje z ogródkiem / super lokalizacja !,3,do wykończenia,Współrzędne dokładne,"al. gen. Władysława Sikorskiego , Rzeszów, Rzeszów",50.001105,22.017779,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,pustak,pierwotny
653 000 zł,73 m²,Apartament o pow. 73m standard premium,1,do zamieszkania,Współrzędne dokładne,"ul. Hutnicza , Stalowa Wola, stalowowolski",50.561573,22.054022,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
316 350 zł,"42,18 m²",Mieszkanie dwupokojowe osiedle Green Estate,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Przemyśl, Przemyśl, podkarpackie",49.77635,22.73237,2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,internet,"teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
399 000 zł,"102,87 m²",Gotowe ! Mieszkanie z ogrodem i garażem w bryle!,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",49.966631,21.992939,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,pustak,pierwotny
449 000 zł,"102,87 m²","Już Gotowe ! Mieszkanie na 4,55 ar działce !",4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rzeszów, Rzeszów, podkarpackie",49.966631,21.992939,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,brak informacji,brak informacji,pustak,pierwotny
399 000 zł,"50,4 m²",3 pokojowe z 100 m2 ogrodu od zaraz!!,3,do wykończenia,Współrzędne dokładne,"Zaczernie, rzeszowski, podkarpackie",50.093804,21.997359,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,"telewizja kablowa, internet",brak informacji,cegła,pierwotny
572 900 zł,"83,61 m²",Przestronne 4 pokojowe mieszkanie z balkonem,4,do wykończenia,Współrzędne dokładne,"ul. Lubelska , Rzeszów, Rzeszów",50.072582,22.022081,parter/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,brak informacji,tak,brak informacji,brak informacji,pustak,pierwotny
394 600 zł,"46,56 m²",Nowe-2 pokoje-balkon-Lubelska Rzeszów,2,do wykończenia,Współrzędne dokładne,"ul. Lubelska , Rzeszów, Rzeszów",50.072582,22.022081,7/8,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
394 200 zł,"46,51 m²",Słoneczne 2 pokojowe mieszkanie z balkonem,2,do wykończenia,Współrzędne dokładne,"ul. Lubelska , Rzeszów, Rzeszów",50.072582,22.022081,7/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,brak informacji,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
409 900 zł,"67,6 m²","67,6m2, 4 pokoje, ul. Ceramiczna, os. Dworzysko",4,do wykończenia,Współrzędne dokładne,"Rzeszów, Dworzysko, ul. Ceramiczna",50.067795,21.949582,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,internet,brak informacji,pustak,pierwotny
434 400 zł,"54,3 m²",Dwa TARASY - miła okolica - sprawdzone układy!,3,do wykończenia,Współrzędne dokładne,"Rzeszów, Drabinianka, ul. Miła",49.99936,22.005007,5/5,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,pierwotny
313 300 zł,"33,07 m²",2 pokoje|duży balkon|Lubelska Rzeszów,2,do wykończenia,Współrzędne dokładne,"ul. Lubelska , Rzeszów, Rzeszów",50.072582,22.022081,parter/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
347 300 zł,"41,57 m²",2 pokoje|balkon|Lubelska Rzeszów,2,do wykończenia,Współrzędne dokładne,"ul. Lubelska , Rzeszów, Rzeszów",50.072582,22.022081,parter/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,brak informacji,tak,brak informacji,monitoring / ochrona,pustak,pierwotny
