prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
427 564 zł,"30,76 m²",Rezydencja AQUA | bud. U3 | mieszkanie C26,2,do wykończenia,Współrzędne dokładne,"ul. Urocza , Szklarska Poręba, karkonoski",50.817257,15.525325,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
426 004 zł,"61,5 m²","Narożne, dwupoziomowe mieszkanie - Smolec",2,do wykończenia,Współrzędne dokładne,"ul. Azaliowa , Smolec, wrocławski",51.083073,16.90697,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
Zapytaj o cenę,"56,92 m²",Czajcza | nowe mieszkanie nr 6,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Czajcza",51.132954,17.096584,1/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,32 m²,Nowa Kurkowa w centrum Wrocławia - Mieszkanie 32m2,2,do wykończenia,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,1/5,10 zł,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
389 999 zł,"49,7 m²",Kaparowa/2023r./cesja praw/bez Pcc!,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Lipa Piotrowska, Wrocław, Wrocław",51.17091,16.99637,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
377 000 zł,"37,77 m²","Nowoczesne mieszkanie: dla singla, pary, 2+1",2,do zamieszkania,Współrzędne dokładne,"ul. Jodłowa , Oława, oławski",50.937155,17.274865,3/3,280 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,"telewizja kablowa, internet",domofon / wideofon,brak informacji,pierwotny
432 357 zł,"46,49 m²",Tanie dwa pokoje z widokiem na zieleń,2,do wykończenia,Współrzędne dokładne,"Sołtysowice, Wrocław, Wrocław",51.14746,17.07795,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-05-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
1 350 000 zł,60 m²,"Nowe mieszkanie dwupokojowe premium, Jana Pawła II",2,do zamieszkania,Współrzędne dokładne,"Wrocław, Stare Miasto, pl. Jana Pawła II",51.113583,17.024323,5/5,315 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,2022,kamienica,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
541 911 zł,"58,27 m²",Tanie trzy pokoje z widokiem na zieleń bez prowizj,3,do wykończenia,Współrzędne dokładne,"Sołtysowice, Wrocław, Wrocław",51.14746,17.07795,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-05-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
"390 888,40 zł","38,36 m²",2 pokoje z ogródkiem! Bez prowizji,2,do wykończenia,Współrzędne dokładne,"Jagodno, Wrocław, Wrocław",51.05565,17.05754,parter/4,10 zł,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2023-09-30,2022,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
"447 967,10 zł","50,39 m²","2 pokoje, osobna kuchnia! Bez prowizji",2,do wykończenia,Współrzędne dokładne,"Jagodno, Wrocław, Wrocław",51.05565,17.05754,1/4,10 zł,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2023-09-30,2022,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
493 416 zł,"50,4 m²","3 pokoje z tarasem, bez prowizji",3,do wykończenia,Współrzędne dokładne,"Jagodno, Wrocław, Wrocław",51.05565,17.05754,4/4,10 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2023-09-30,2022,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
433 700 zł,"36,15 m²",2 pokoje w super cenie,2,do wykończenia,Współrzędne dokładne,"Wrocław, Grabiszyn, al. gen. Józefa Hallera",51.087843,16.978833,7/10,280 zł,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2021,apartamentowiec,tak,telewizja kablowa,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",inne,pierwotny
560 314 zł,"60,97 m²",Gotowe 3 pokoje/ Jagodno,3,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.056171,17.057259,2/4,450 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
792 000 zł,"66,57 m²",Kameralna inwestycja/Oporów/Gotowe w lipcu 2023,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oporów, Wrocław, Wrocław",51.077987,16.960097,1/3,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-07-31,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
632 000 zł,"53,11 m²",Kameralna inwestycja na Oporowie/3 pok/lipiec 2023,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oporów, Wrocław, Wrocław",51.077987,16.960097,1/3,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-07-31,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
769 000 zł,"62,74 m²",3 pokoje| Zachód | Magnolia | Tramwaj,3,Zapytaj,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.122326,17.02079,3/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
"1 383 199,93 zł","149,38 m²",Dwupoziomowy dom z ogródkiem dla Twojej rodziny,5,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
770 465 zł,"69,1 m²",4pokoje/Balkon/Widok na zieleń/Przy Parku.,4,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Racławicka",51.081088,16.998484,2/4,650 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
472 630 zł,"49,09 m²",3 pokoje + Duży Ogródek - 15 min od Rynku,3,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Buforowa",51.059154,17.054341,parter,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
440 000 zł,61 m²,Piękne mieszkania:3pokoje z ogrodem lub 2balkonami,3,do wykończenia,Współrzędne dokładne,"Krzeptów, wrocławski, dolnośląskie",51.09067,16.88444,1/1,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,2024-02-01,2024,blok,nie,brak informacji,brak informacji,brak informacji,pierwotny
399 263 zł,"40,13 m²","Obniżka ceny o 66tys - 6,5KM do Centrum Okazja!",2,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.061042,17.056229,3/4,320 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
"946 399,93 zł","81,17 m²",4 pokojowe mieszkanie dla Ciebie i Twojej rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
770 453 zł,"69,1 m²",Life Balance Z Fitnessem Na Krzykach,4,Zapytaj,Współrzędne dokładne,"Wrocław, Krzyki, Wichrowa",51.0761,16.98912,2/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
489 000 zł,"33,5 m²","Możliwe 2 pokoje!| Balkon 9,6m2| Ścisłe Centrum",1,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Mieszczańska",51.120894,17.022864,2/6,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,blok,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
490 319 zł,"52,2 m²",Zielony Oporów | Klub Fitness Dla Mieszkańców,2,Zapytaj,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Jordanowska",51.08347,16.96376,3/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
728 279 zł,"26,08 m²",Mieszkanie W Centrum | Obok Galerii Dominikańskiej,1,Zapytaj,Współrzędne dokładne,"Wrocław, Stare Miasto, pl. Dominikański",51.10998,17.04076,3/3,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
568 093 zł,"65,69 m²",Zaciszna Okolica | Idealne Dla Rodzny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.16415,17.13675,4/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
917 693 zł,"75,95 m²",Apartament| Osobna Kuchnia | Prestiżowa Inwestycja,3,Zapytaj,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Henryka Sienkiewicza",51.11694,17.04792,1/6,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,pierwotny
479 094 zł,"50,48 m²",Zaciszna Okolica | 3 Pokoje | Balkon,3,Zapytaj,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.16378,17.13967,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
898 094 zł,"59,48 m²",Historia Z Nowoczesnością W Centrum Wrocławia,3,Zapytaj,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Księcia Józefa Poniatowskiego",51.11987,17.04151,4/7,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
606 394 zł,"63,99 m²",Zielony Oporów | Klub Fitness Dla Mieszkańców,4,Zapytaj,Współrzędne dokładne,"Wrocław, Fabryczna, ul. Jordanowska",51.0832,16.96351,3/3,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
296 769 zł,"20,86 m²",Mikroapartament W Ogrodach Grabiszyńskich,1,Zapytaj,Współrzędne dokładne,"Wrocław, Grabiszyn, al. gen. Józefa Hallera",51.09342,16.9804,1/10,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
"906 919,93 zł","81,17 m²",4 pokojowe mieszkanie dla Ciebie i Twojej rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
963 200 zł,"118,17 m²",Dwupoziomowe mieszkanie dla Twojej rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
758 058 zł,"124,47 m²","Apartament 124,47 m2 | 2 balkony",4,Zapytaj,Współrzędne dokładne,"Psie Pole, Wrocław, Wrocław",51.17689,16.99468,1/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
500 200 zł,"53,59 m²",GOTOWE 3 pok _ 15min od RYNKU_GARAŻ GRATIS do29.04,3,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, drabika",51.061966,17.052289,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
467 539 zł,"51,08 m²",Rabat PONAD 60 000 PLN_3 pokoje_do soboty 29.04,3,do wykończenia,Współrzędne dokładne,"Krzyki, Wrocław, Wrocław",51.060644,17.05422,1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
496 215 zł,"54,23 m²",Słoneczne M3 z garderobą • RABAT 88 tyś •,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.05494,17.06005,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",cegła,pierwotny
1 373 000 zł,87 m²,Gotowe! 14piętro - widok na rzekę - Deweloper -0%,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołbin, im. Jedności Narodowej",51.1292,17.055,> 10/17,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-02-28,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
405 000 zł,"52,6 m²",Świetne 3 pokoje z balkonem i miejscem post.,3,do wykończenia,Współrzędne dokładne,"ul. Zielona , Siechnice, wrocławski",51.02698,17.14443,1/2,120 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",silikat,pierwotny
1 345 000 zł,104 m²,Gotowe! 2 Tarasy na dachu + 2 balkony - Najtaniej,5,Zapytaj,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Gnieźnieńska",51.1226,17.0103,7/8,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2022-12-31,2022,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
1 209 000 zł,"92,3 m²",2023! Duży taras + balkon - widok na park - Dewelo,4,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, wyspa Kępa Mieszczańska",51.1175,17.022,3/6,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2023-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
929 000 zł,75 m²,Pod klucz! Stare Miasto - balkon - Bez Prowizji!,4,Zapytaj,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Gnieźnieńska",51.1226,17.0103,parter/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2022-12-31,2022,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
517 500 zł,"58,32 m²",4 pok_Widna Kuchnia_15 min od Rynku GARAŻ GRATIS,4,do wykończenia,Współrzędne dokładne,"Krzyki, Wrocław, Wrocław",51.063125,17.05216,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
674 000 zł,70 m²,Gotowe! Południe/zachód - Taras Na Dachu - 0% - De,4,Zapytaj,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.0568,17.0521,4/4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2022-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
594 000 zł,63 m²,Gotowe! Duży Balkon - Najtaniej - 0% - Deweloper,4,Zapytaj,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.0568,17.0521,3/4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2022-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
588 700 zł,44 m²,Nowość/ Przestronne/ Jasne / Funkcjonalne / Loggia,2,Zapytaj,Współrzędne dokładne,"Ołbin, Wrocław, Wrocław",51.128021,17.052605,4/7,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2023,apartamentowiec,tak,internet,system alarmowy,brak informacji,pierwotny
460 560 zł,"60,6 m²",Gotowe / Narożne / Ciekawy układ / Centrum / Hit !,3,Zapytaj,Współrzędne dokładne,"Trzebnica, trzebnicki, dolnośląskie",51.30552,17.06434,parter/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2022,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
529 800 zł,"60,55 m²",Piękne dwustronne z komórką lok. Gratis / Okazja !,3,Zapytaj,Współrzędne dokładne,"Zakrzów, Wrocław, Wrocław",51.15973,17.13781,4/4,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
1 189 000 zł,"83,78 m²",Apartament nad Odrą z tarasem 53 m2 na dachu. Hit,4,do wykończenia,Współrzędne dokładne,"Szczepin, Wrocław, Wrocław",51.125029,17.016149,7/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
659 000 zł,"58,2 m²",Funkcjonalny układ / Ciepłe i jasne / Przy Odrze !,3,do wykończenia,Współrzędne dokładne,"Szczepin, Wrocław, Wrocław",51.125029,17.016149,1/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
1 110 120 zł,84 m²,Nowość / Duży Taras na dachu z panoramą miasta Hit,3,Zapytaj,Współrzędne dokładne,"Ołbin, Wrocław, Wrocław",51.128021,17.052605,7/7,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2023,apartamentowiec,tak,internet,system alarmowy,brak informacji,pierwotny
529 800 zł,"60,53 m²",Piękne dwustronne / Komórka lok. Gratis / Gotowe,3,Zapytaj,Współrzędne dokładne,"Zakrzów, Wrocław, Wrocław",51.15973,17.13781,4/4,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
372 000 zł,"34,63 m²",GOTOWE 2 pokoje z OGRÓDKIEM - klucze od zaraz!!,2,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Buforowa",51.057373,17.054341,parter,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
624 000 zł,"55,6 m²",Zaraz klucze| Dużo okien| Zielone osiedle,3,do wykończenia,Współrzędne dokładne,"Ameriga Vespucciego , Wrocław, Wrocław",51.107393,17.1243,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,2023-05-15,2023,blok,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
374 828 zł,"45,16 m²",Nowoczesny Design / mieszkanie Siechnice / Rynek,2,Zapytaj,Współrzędne dokładne,"ul. Gimnazjalna , Siechnice, wrocławski",51.035665,17.15034,parter/3,Zapytaj,Zapytaj,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
462 672 zł,36 m²,Folwark Na Wojszycach/ Mieszkanie 2Pok. / 36 m2,2,Zapytaj,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Pawia",51.064915,17.03858,2/2,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
413 000 zł,38 m²,"Nowe mieszkanie 2 pokojowe 38mkw, spokojna okolica",2,do wykończenia,Współrzędne dokładne,"Jagodno, Wrocław, Wrocław",51.05375,17.0546,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-09-01,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
431 000 zł,41 m²,"Nowe mieszkanie 2 pokojowe 41mkw, ogród 26m2",2,do wykończenia,Współrzędne dokładne,"Jagodno, Wrocław, Wrocław",51.05375,17.0546,parter/4,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,2023-09-01,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
375 000 zł,"38,5 m²",Promocyjna cena - 66 tyś • Blisko centrum • 2023,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.05494,17.06005,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",cegła,pierwotny
379 000 zł,"38,46 m²",Przestronne i jasne mieszkanie! Zielone osiedle,2,Zapytaj,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Odolanowska",51.1624,17.14006,1/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
639 000 zł,"53,15 m²","3 pok.53mkw, wysoki standard,StareMiasto!",3,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.1213,17.01279,parter/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2023-09-01,2023,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
549 000 zł,"37,03 m²","Nowe 2 pokoje 37mkw,Stare Miasto!",2,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.1213,17.01279,3/9,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-10-01,brak informacji,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
459 000 zł,"30,45 m²","Nowa kawalerka 31mkw,Stare Miasto!",1,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.1213,17.01279,parter/9,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-10-01,brak informacji,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
529 813 zł,"60,55 m²",OSTATNIE mieszkanie # PROMOCJA # komórka GRATIS!!!,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zakrzów, Wrocław, Wrocław",51.16209,17.12916,4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
"963 199,93 zł","118,17 m²",Dwupoziomowe mieszkanie dla Twojej rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
"906 919,93 zł","81,1 m²",4 pokoje z ogrodem dla Ciebie i Twojej rodziny,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
963 196 zł,"118,2 m²",4 pokoje | Ołtaszyn | Kameralne Osiedle,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,1/1,Zapytaj,Zapytaj,"balkon, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
360 785 zł,"34,13 m²",WRÓCIŁO DO SPRZEDAŻY ! • Klucze do ręki •,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wrocław, Wrocław, dolnośląskie",51.10195,17.03667,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",cegła,pierwotny
483 000 zł,"41,1 m²","Taras 13,9m2| Budowa zakończona| Umów się!",2,do wykończenia,Współrzędne dokładne,"Ameriga Vespucciego , Wrocław, Wrocław",51.107393,17.1243,parter/3,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,2023-05-15,2023,blok,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
